expense_id,group_id,payer_id,participants,amount,currency,merchant,category,timestamp,num_participants,is_fraud
exp_8196,group_23,user_452,"[{'user_id': 'user_452', 'amount': np.float64(5.63)}, {'user_id': 'user_159', 'amount': np.float64(4.73)}, {'user_id': 'user_327', 'amount': np.float64(4.22)}]",14.58,USD,Grocery Store XYZ,accommodation,2024-11-06T16:20:00,3,0
exp_8944,group_57,user_771,"[{'user_id': 'user_771', 'amount': np.float64(30.18)}, {'user_id': 'user_641', 'amount': np.float64(22.28)}]",52.46,GBP,Online Store GHI,shopping,2025-04-22T13:01:00,2,0
exp_6229,group_69,user_732,"[{'user_id': 'user_732', 'amount': np.float64(7.61)}, {'user_id': 'user_861', 'amount': np.float64(8.3)}]",15.91,USD,Electronics Store VWX,accommodation,2024-11-21T12:21:00,2,0
exp_2116,group_50,user_999,"[{'user_id': 'user_999', 'amount': np.float64(7.85)}, {'user_id': 'user_879', 'amount': np.float64(8.32)}]",16.17,CAD,Online Store GHI,transport,2025-07-18T10:57:00,2,0
exp_2878,group_99,user_719,"[{'user_id': 'user_719', 'amount': np.float64(17.66)}, {'user_id': 'user_917', 'amount': np.float64(21.31)}, {'user_id': 'user_863', 'amount': np.float64(17.71)}]",56.68,USD,Restaurant ABC,business,2025-03-11T21:54:00,3,0
exp_7055,group_32,user_186,"[{'user_id': 'user_186', 'amount': np.float64(25.25)}, {'user_id': 'user_608', 'amount': np.float64(24.34)}, {'user_id': 'user_994', 'amount': np.float64(19.98)}]",69.57,USD,Hotel JKL,shopping,2025-06-28T14:40:00,3,0
exp_8149,group_47,user_374,"[{'user_id': 'user_374', 'amount': np.float64(7.21)}, {'user_id': 'user_441', 'amount': np.float64(9.27)}, {'user_id': 'user_617', 'amount': np.float64(7.78)}]",24.26,USD,Taxi Service PQR,shopping,2024-10-06T13:40:00,3,0
exp_126,group_46,user_538,"[{'user_id': 'user_538', 'amount': np.float64(8.05)}, {'user_id': 'user_744', 'amount': np.float64(10.83)}]",18.88,CAD,Restaurant ABC,transport,2024-12-08T08:24:00,2,0
exp_1965,group_71,user_727,"[{'user_id': 'user_727', 'amount': np.float64(7.6)}, {'user_id': 'user_665', 'amount': np.float64(9.42)}, {'user_id': 'user_394', 'amount': np.float64(8.31)}, {'user_id': 'user_339', 'amount': np.float64(8.14)}]",33.47,USD,Taxi Service PQR,shopping,2025-09-09T10:36:00,4,0
exp_5375,group_41,user_587,"[{'user_id': 'user_587', 'amount': np.float64(4.46)}, {'user_id': 'user_551', 'amount': np.float64(3.32)}, {'user_id': 'user_498', 'amount': np.float64(3.04)}, {'user_id': 'user_757', 'amount': np.float64(3.49)}]",14.31,EUR,Clothing Store YZ,groceries,2025-01-17T07:45:00,4,0
exp_4742,group_93,user_631,"[{'user_id': 'user_631', 'amount': np.float64(67.88)}, {'user_id': 'user_358', 'amount': np.float64(94.76)}]",162.64,USD,Taxi Service PQR,utilities,2025-02-09T14:09:00,2,0
exp_4186,group_26,user_26,"[{'user_id': 'user_26', 'amount': np.float64(33.38)}, {'user_id': 'user_764', 'amount': np.float64(25.84)}]",59.22,EUR,Online Store GHI,healthcare,2024-10-03T15:48:00,2,0
exp_2248,group_53,user_41,"[{'user_id': 'user_41', 'amount': np.float64(16.22)}, {'user_id': 'user_899', 'amount': np.float64(14.11)}]",30.33,USD,Taxi Service PQR,transport,2025-03-01T21:53:00,2,0
exp_3460,group_34,user_824,"[{'user_id': 'user_824', 'amount': np.float64(24.28)}, {'user_id': 'user_248', 'amount': np.float64(17.79)}, {'user_id': 'user_411', 'amount': np.float64(23.01)}]",65.08,EUR,Electronics Store VWX,healthcare,2025-02-28T16:46:00,3,0
exp_4938,group_90,user_642,"[{'user_id': 'user_642', 'amount': np.float64(1.87)}, {'user_id': 'user_696', 'amount': np.float64(1.47)}, {'user_id': 'user_594', 'amount': np.float64(1.66)}]",5.0,USD,Gas Station 123,accommodation,2025-08-26T16:35:00,3,0
exp_3349,group_37,user_629,"[{'user_id': 'user_629', 'amount': np.float64(11.31)}, {'user_id': 'user_501', 'amount': np.float64(8.7)}, {'user_id': 'user_623', 'amount': np.float64(8.75)}, {'user_id': 'user_601', 'amount': np.float64(10.72)}]",39.48,GBP,Restaurant ABC,entertainment,2025-09-18T09:28:00,4,0
exp_125,group_86,user_341,"[{'user_id': 'user_341', 'amount': np.float64(2.91)}, {'user_id': 'user_776', 'amount': np.float64(2.09)}]",5.0,USD,Restaurant ABC,healthcare,2025-02-27T14:04:00,2,0
exp_897,group_6,user_391,"[{'user_id': 'user_391', 'amount': np.float64(15.92)}, {'user_id': 'user_925', 'amount': np.float64(16.51)}]",32.43,USD,Pharmacy STU,accommodation,2025-07-20T13:18:00,2,0
exp_6475,group_72,user_614,"[{'user_id': 'user_614', 'amount': np.float64(14.7)}, {'user_id': 'user_596', 'amount': np.float64(21.23)}]",35.93,USD,Pharmacy STU,entertainment,2025-04-24T19:20:00,2,0
exp_3612,group_44,user_588,"[{'user_id': 'user_588', 'amount': np.float64(1.32)}, {'user_id': 'user_16', 'amount': np.float64(1.73)}, {'user_id': 'user_486', 'amount': np.float64(1.95)}]",5.0,USD,Hotel JKL,transport,2025-03-18T10:07:00,3,0
exp_744,group_21,user_952,"[{'user_id': 'user_952', 'amount': np.float64(6.47)}, {'user_id': 'user_39', 'amount': np.float64(8.63)}]",15.1,CAD,Coffee Shop DEF,entertainment,2024-12-01T09:56:00,2,0
exp_5053,group_56,user_859,"[{'user_id': 'user_859', 'amount': np.float64(2.77)}, {'user_id': 'user_964', 'amount': np.float64(3.26)}, {'user_id': 'user_313', 'amount': np.float64(2.43)}]",8.46,USD,Coffee Shop DEF,shopping,2025-07-23T22:09:00,3,0
exp_8633,group_52,user_603,"[{'user_id': 'user_603', 'amount': np.float64(4.42)}, {'user_id': 'user_270', 'amount': np.float64(5.9)}, {'user_id': 'user_432', 'amount': np.float64(5.22)}]",15.54,USD,Online Store GHI,accommodation,2025-05-10T18:28:00,3,0
exp_7972,group_33,user_978,"[{'user_id': 'user_978', 'amount': np.float64(13.05)}, {'user_id': 'user_933', 'amount': np.float64(16.69)}]",29.74,EUR,Airline MNO,entertainment,2024-10-14T14:15:00,2,0
exp_4640,group_29,user_82,"[{'user_id': 'user_82', 'amount': np.float64(2.39)}, {'user_id': 'user_499', 'amount': np.float64(2.61)}]",5.0,USD,Pharmacy STU,transport,2024-11-28T11:19:00,2,0
exp_1816,group_70,user_638,"[{'user_id': 'user_638', 'amount': np.float64(4.83)}, {'user_id': 'user_621', 'amount': np.float64(5.8)}]",10.63,AUD,Airline MNO,business,2024-12-20T16:50:00,2,0
fraud_24,group_50,user_469,"[{'user_id': 'user_721', 'amount': 140.27}]",140.27,USD,Grocery Store XYZ,groceries,2024-10-29T17:55:00,1,1
exp_5655,group_78,user_347,"[{'user_id': 'user_347', 'amount': np.float64(4.41)}, {'user_id': 'user_222', 'amount': np.float64(3.43)}]",7.84,USD,Grocery Store XYZ,shopping,2025-03-30T17:36:00,2,0
exp_1864,group_15,user_745,"[{'user_id': 'user_745', 'amount': np.float64(39.1)}, {'user_id': 'user_432', 'amount': np.float64(34.99)}]",74.09,USD,Clothing Store YZ,travel,2024-12-15T02:29:00,2,0
exp_8394,group_100,user_666,"[{'user_id': 'user_666', 'amount': np.float64(7.73)}, {'user_id': 'user_360', 'amount': np.float64(10.16)}]",17.89,USD,Gas Station 123,food,2025-09-02T14:45:00,2,0
exp_3531,group_42,user_179,"[{'user_id': 'user_179', 'amount': np.float64(14.19)}, {'user_id': 'user_372', 'amount': np.float64(18.51)}]",32.7,USD,Gas Station 123,food,2025-03-27T21:36:00,2,0
exp_4475,group_67,user_837,"[{'user_id': 'user_837', 'amount': np.float64(60.73)}, {'user_id': 'user_768', 'amount': np.float64(51.21)}, {'user_id': 'user_237', 'amount': np.float64(57.58)}]",169.52,USD,Taxi Service PQR,utilities,2024-12-28T21:56:00,3,0
exp_6785,group_99,user_592,"[{'user_id': 'user_592', 'amount': np.float64(1.99)}, {'user_id': 'user_9', 'amount': np.float64(2.43)}, {'user_id': 'user_22', 'amount': np.float64(2.78)}]",7.2,USD,Taxi Service PQR,business,2025-03-11T02:09:00,3,0
exp_9107,group_94,user_922,"[{'user_id': 'user_922', 'amount': np.float64(12.55)}, {'user_id': 'user_290', 'amount': np.float64(9.74)}]",22.29,USD,Hotel JKL,accommodation,2025-05-05T13:48:00,2,0
exp_7957,group_75,user_446,"[{'user_id': 'user_446', 'amount': np.float64(20.38)}, {'user_id': 'user_916', 'amount': np.float64(13.16)}, {'user_id': 'user_25', 'amount': np.float64(12.61)}, {'user_id': 'user_607', 'amount': np.float64(15.15)}]",61.3,USD,Pharmacy STU,business,2024-11-20T10:35:00,4,0
exp_6947,group_24,user_282,"[{'user_id': 'user_282', 'amount': np.float64(2.72)}, {'user_id': 'user_245', 'amount': np.float64(2.28)}]",5.0,USD,Airline MNO,business,2025-03-24T07:11:00,2,0
exp_7259,group_21,user_939,"[{'user_id': 'user_939', 'amount': np.float64(15.29)}, {'user_id': 'user_393', 'amount': np.float64(13.64)}]",28.93,USD,Online Store GHI,shopping,2025-01-09T16:36:00,2,0
exp_4458,group_33,user_289,"[{'user_id': 'user_289', 'amount': np.float64(26.6)}, {'user_id': 'user_438', 'amount': np.float64(18.32)}, {'user_id': 'user_728', 'amount': np.float64(17.23)}]",62.15,USD,Clothing Store YZ,accommodation,2025-09-19T13:05:00,3,0
exp_1336,group_21,user_522,"[{'user_id': 'user_522', 'amount': np.float64(1.57)}, {'user_id': 'user_162', 'amount': np.float64(1.53)}, {'user_id': 'user_107', 'amount': np.float64(1.9)}]",5.0,GBP,Airline MNO,travel,2025-07-09T15:00:00,3,0
exp_815,group_70,user_834,"[{'user_id': 'user_834', 'amount': np.float64(3.02)}, {'user_id': 'user_899', 'amount': np.float64(4.5)}]",7.52,GBP,Grocery Store XYZ,utilities,2025-04-30T07:15:00,2,0
fraud_217,group_95,user_946,"[{'user_id': 'user_946', 'amount': np.float64(76.49)}, {'user_id': 'user_701', 'amount': np.float64(4.68)}, {'user_id': 'user_519', 'amount': np.float64(4.68)}, {'user_id': 'user_123', 'amount': np.float64(4.68)}, {'user_id': 'user_911', 'amount': np.float64(4.68)}, {'user_id': 'user_193', 'amount': np.float64(4.68)}, {'user_id': 'user_655', 'amount': np.float64(4.68)}, {'user_id': 'user_274', 'amount': np.float64(4.68)}]",109.25,USD,Restaurant ABC,accommodation,2025-02-22T06:45:00,8,1
exp_2549,group_71,user_424,"[{'user_id': 'user_424', 'amount': np.float64(2.56)}, {'user_id': 'user_734', 'amount': np.float64(2.44)}]",5.0,USD,Restaurant ABC,shopping,2025-03-31T14:29:00,2,0
exp_861,group_65,user_16,"[{'user_id': 'user_16', 'amount': np.float64(18.48)}, {'user_id': 'user_898', 'amount': np.float64(16.58)}]",35.06,USD,Hotel JKL,entertainment,2024-11-18T12:27:00,2,0
exp_1391,group_91,user_125,"[{'user_id': 'user_125', 'amount': np.float64(24.73)}, {'user_id': 'user_610', 'amount': np.float64(32.5)}, {'user_id': 'user_926', 'amount': np.float64(31.82)}]",89.05,USD,Electronics Store VWX,groceries,2025-03-30T06:08:00,3,0
exp_8996,group_93,user_662,"[{'user_id': 'user_662', 'amount': np.float64(5.81)}, {'user_id': 'user_92', 'amount': np.float64(4.18)}, {'user_id': 'user_825', 'amount': np.float64(3.89)}]",13.88,USD,Hotel JKL,transport,2024-10-14T06:32:00,3,0
exp_5105,group_55,user_678,"[{'user_id': 'user_678', 'amount': np.float64(7.66)}, {'user_id': 'user_540', 'amount': np.float64(10.4)}]",18.06,USD,Pharmacy STU,accommodation,2024-10-15T11:31:00,2,0
exp_6062,group_39,user_421,"[{'user_id': 'user_421', 'amount': np.float64(32.66)}, {'user_id': 'user_805', 'amount': np.float64(24.55)}, {'user_id': 'user_265', 'amount': np.float64(24.41)}, {'user_id': 'user_989', 'amount': np.float64(29.69)}]",111.31,USD,Gas Station 123,shopping,2024-12-02T18:25:00,4,0
exp_2578,group_51,user_511,"[{'user_id': 'user_511', 'amount': np.float64(6.34)}, {'user_id': 'user_747', 'amount': np.float64(8.36)}, {'user_id': 'user_831', 'amount': np.float64(7.79)}]",22.49,USD,Taxi Service PQR,accommodation,2025-05-27T16:16:00,3,0
exp_5585,group_45,user_910,"[{'user_id': 'user_910', 'amount': np.float64(2.82)}, {'user_id': 'user_785', 'amount': np.float64(2.98)}, {'user_id': 'user_205', 'amount': np.float64(3.05)}]",8.85,USD,Grocery Store XYZ,accommodation,2024-12-29T01:47:00,3,0
exp_8874,group_33,user_554,"[{'user_id': 'user_554', 'amount': np.float64(17.39)}, {'user_id': 'user_973', 'amount': np.float64(19.46)}]",36.85,EUR,Gas Station 123,business,2025-06-22T11:37:00,2,0
exp_6878,group_30,user_850,"[{'user_id': 'user_850', 'amount': np.float64(1.63)}, {'user_id': 'user_74', 'amount': np.float64(2.58)}, {'user_id': 'user_699', 'amount': np.float64(2.76)}]",6.97,USD,Airline MNO,healthcare,2025-03-04T16:04:00,3,0
exp_6163,group_44,user_37,"[{'user_id': 'user_37', 'amount': np.float64(5.45)}, {'user_id': 'user_47', 'amount': np.float64(7.08)}]",12.53,USD,Clothing Store YZ,healthcare,2025-08-20T12:32:00,2,0
exp_3524,group_21,user_243,"[{'user_id': 'user_243', 'amount': np.float64(9.53)}, {'user_id': 'user_74', 'amount': np.float64(12.39)}, {'user_id': 'user_974', 'amount': np.float64(11.18)}]",33.1,USD,Pharmacy STU,entertainment,2025-04-12T13:14:00,3,0
exp_8691,group_15,user_883,"[{'user_id': 'user_883', 'amount': np.float64(11.66)}, {'user_id': 'user_370', 'amount': np.float64(9.91)}]",21.57,USD,Taxi Service PQR,shopping,2025-04-25T23:35:00,2,0
exp_1503,group_6,user_377,"[{'user_id': 'user_377', 'amount': np.float64(4.55)}, {'user_id': 'user_770', 'amount': np.float64(5.21)}, {'user_id': 'user_582', 'amount': np.float64(4.04)}]",13.8,CAD,Clothing Store YZ,shopping,2025-06-26T11:14:00,3,0
exp_502,group_32,user_176,"[{'user_id': 'user_176', 'amount': np.float64(1.78)}, {'user_id': 'user_895', 'amount': np.float64(1.77)}, {'user_id': 'user_644', 'amount': np.float64(1.45)}]",5.0,USD,Restaurant ABC,shopping,2025-06-26T14:35:00,3,0
exp_2324,group_24,user_38,"[{'user_id': 'user_38', 'amount': np.float64(18.73)}, {'user_id': 'user_165', 'amount': np.float64(13.55)}, {'user_id': 'user_544', 'amount': np.float64(17.22)}]",49.5,USD,Online Store GHI,business,2025-04-23T17:03:00,3,0
exp_1140,group_67,user_170,"[{'user_id': 'user_170', 'amount': np.float64(90.6)}, {'user_id': 'user_949', 'amount': np.float64(102.88)}]",193.48,USD,Electronics Store VWX,transport,2024-10-19T21:39:00,2,0
exp_6566,group_69,user_587,"[{'user_id': 'user_587', 'amount': np.float64(2.88)}, {'user_id': 'user_747', 'amount': np.float64(3.08)}]",5.96,USD,Clothing Store YZ,groceries,2025-05-27T09:10:00,2,0
exp_2347,group_13,user_361,"[{'user_id': 'user_361', 'amount': np.float64(1.8)}, {'user_id': 'user_914', 'amount': np.float64(1.48)}, {'user_id': 'user_312', 'amount': np.float64(1.72)}]",5.0,USD,Pharmacy STU,business,2025-01-31T13:31:00,3,0
exp_2972,group_55,user_878,"[{'user_id': 'user_878', 'amount': np.float64(35.61)}, {'user_id': 'user_274', 'amount': np.float64(36.42)}]",72.03,USD,Pharmacy STU,entertainment,2025-01-07T23:21:00,2,0
exp_100,group_5,user_693,"[{'user_id': 'user_693', 'amount': np.float64(6.77)}, {'user_id': 'user_191', 'amount': np.float64(7.82)}]",14.59,GBP,Electronics Store VWX,travel,2025-02-25T17:06:00,2,0
exp_5751,group_51,user_596,"[{'user_id': 'user_596', 'amount': np.float64(2.89)}, {'user_id': 'user_48', 'amount': np.float64(2.84)}, {'user_id': 'user_383', 'amount': np.float64(3.35)}]",9.08,GBP,Grocery Store XYZ,transport,2024-11-07T13:31:00,3,0
exp_5567,group_46,user_287,"[{'user_id': 'user_287', 'amount': np.float64(6.04)}, {'user_id': 'user_635', 'amount': np.float64(6.6)}, {'user_id': 'user_138', 'amount': np.float64(5.96)}]",18.6,USD,Pharmacy STU,entertainment,2025-06-12T23:57:00,3,0
exp_5062,group_24,user_112,"[{'user_id': 'user_112', 'amount': np.float64(19.77)}, {'user_id': 'user_847', 'amount': np.float64(29.47)}]",49.24,USD,Clothing Store YZ,utilities,2025-04-13T21:16:00,2,0
exp_4477,group_48,user_857,"[{'user_id': 'user_857', 'amount': np.float64(2.82)}, {'user_id': 'user_195', 'amount': np.float64(4.66)}, {'user_id': 'user_334', 'amount': np.float64(4.76)}]",12.24,CAD,Pharmacy STU,business,2025-07-06T16:01:00,3,0
exp_2955,group_34,user_283,"[{'user_id': 'user_283', 'amount': np.float64(4.3)}, {'user_id': 'user_490', 'amount': np.float64(3.81)}]",8.11,USD,Airline MNO,groceries,2025-09-17T11:17:00,2,0
exp_9103,group_32,user_706,"[{'user_id': 'user_706', 'amount': np.float64(5.66)}, {'user_id': 'user_519', 'amount': np.float64(5.3)}, {'user_id': 'user_564', 'amount': np.float64(6.05)}, {'user_id': 'user_544', 'amount': np.float64(4.71)}]",21.72,USD,Gas Station 123,food,2024-11-14T10:16:00,4,0
exp_4381,group_7,user_119,"[{'user_id': 'user_119', 'amount': np.float64(9.45)}, {'user_id': 'user_354', 'amount': np.float64(14.04)}]",23.49,USD,Grocery Store XYZ,utilities,2025-06-04T23:44:00,2,0
exp_430,group_45,user_586,"[{'user_id': 'user_586', 'amount': np.float64(3.1)}, {'user_id': 'user_274', 'amount': np.float64(3.18)}]",6.28,USD,Pharmacy STU,food,2024-11-04T09:36:00,2,0
exp_7030,group_7,user_37,"[{'user_id': 'user_37', 'amount': np.float64(73.91)}, {'user_id': 'user_573', 'amount': np.float64(91.35)}]",165.26,GBP,Clothing Store YZ,accommodation,2025-02-12T12:12:00,2,0
exp_3705,group_5,user_690,"[{'user_id': 'user_690', 'amount': np.float64(3.05)}, {'user_id': 'user_171', 'amount': np.float64(3.24)}, {'user_id': 'user_14', 'amount': np.float64(2.78)}, {'user_id': 'user_54', 'amount': np.float64(3.19)}]",12.26,EUR,Online Store GHI,entertainment,2025-02-01T14:39:00,4,0
fraud_83,group_31,user_218,"[{'user_id': 'user_514', 'amount': 273.52}]",273.52,USD,Unknown Merchant,other,2025-06-17T12:47:00,1,1
exp_1882,group_9,user_491,"[{'user_id': 'user_491', 'amount': np.float64(1.59)}, {'user_id': 'user_248', 'amount': np.float64(1.24)}, {'user_id': 'user_957', 'amount': np.float64(1.16)}, {'user_id': 'user_866', 'amount': np.float64(1.47)}]",5.46,EUR,Clothing Store YZ,utilities,2024-10-17T12:03:00,4,0
exp_6022,group_34,user_10,"[{'user_id': 'user_10', 'amount': np.float64(29.6)}, {'user_id': 'user_541', 'amount': np.float64(31.59)}]",61.19,USD,Airline MNO,business,2025-08-05T14:39:00,2,0
exp_5736,group_6,user_379,"[{'user_id': 'user_379', 'amount': np.float64(2.26)}, {'user_id': 'user_788', 'amount': np.float64(2.99)}]",5.25,USD,Airline MNO,entertainment,2025-02-09T07:19:00,2,0
exp_1773,group_8,user_536,"[{'user_id': 'user_536', 'amount': np.float64(7.81)}, {'user_id': 'user_981', 'amount': np.float64(6.59)}, {'user_id': 'user_584', 'amount': np.float64(6.14)}]",20.54,CAD,Hotel JKL,accommodation,2025-05-24T08:20:00,3,0
exp_3674,group_19,user_568,"[{'user_id': 'user_568', 'amount': np.float64(3.11)}, {'user_id': 'user_823', 'amount': np.float64(2.42)}]",5.53,GBP,Hotel JKL,accommodation,2025-06-03T13:51:00,2,0
exp_7900,group_97,user_199,"[{'user_id': 'user_199', 'amount': np.float64(5.38)}, {'user_id': 'user_696', 'amount': np.float64(4.96)}]",10.34,USD,Restaurant ABC,food,2025-06-07T13:21:00,2,0
exp_2535,group_92,user_378,"[{'user_id': 'user_378', 'amount': np.float64(6.99)}, {'user_id': 'user_600', 'amount': np.float64(9.0)}]",15.99,GBP,Gas Station 123,groceries,2024-10-16T14:16:00,2,0
exp_3485,group_89,user_285,"[{'user_id': 'user_285', 'amount': np.float64(16.74)}, {'user_id': 'user_124', 'amount': np.float64(18.25)}]",34.99,USD,Grocery Store XYZ,entertainment,2025-05-09T13:19:00,2,0
exp_8313,group_40,user_791,"[{'user_id': 'user_791', 'amount': np.float64(17.37)}, {'user_id': 'user_271', 'amount': np.float64(23.2)}]",40.57,USD,Clothing Store YZ,food,2025-04-05T15:17:00,2,0
fraud_163,group_14,user_600,"[{'user_id': 'user_600', 'amount': 175.0}, {'user_id': 'user_896', 'amount': np.float64(75.0)}]",250.0,USD,Coffee Shop DEF,accommodation,2025-03-16T17:19:00,2,1
exp_5761,group_10,user_809,"[{'user_id': 'user_809', 'amount': np.float64(40.57)}, {'user_id': 'user_498', 'amount': np.float64(39.55)}]",80.12,USD,Gas Station 123,business,2025-08-21T16:13:00,2,0
exp_5119,group_8,user_96,"[{'user_id': 'user_96', 'amount': np.float64(15.35)}, {'user_id': 'user_748', 'amount': np.float64(21.19)}]",36.54,USD,Pharmacy STU,transport,2024-10-13T18:12:00,2,0
exp_8971,group_58,user_58,"[{'user_id': 'user_58', 'amount': np.float64(8.03)}, {'user_id': 'user_505', 'amount': np.float64(5.77)}]",13.8,USD,Pharmacy STU,shopping,2025-03-03T23:06:00,2,0
exp_842,group_86,user_277,"[{'user_id': 'user_277', 'amount': np.float64(12.2)}, {'user_id': 'user_115', 'amount': np.float64(9.82)}, {'user_id': 'user_525', 'amount': np.float64(10.3)}]",32.32,USD,Coffee Shop DEF,shopping,2025-03-05T17:47:00,3,0
exp_6929,group_9,user_285,"[{'user_id': 'user_285', 'amount': np.float64(6.61)}, {'user_id': 'user_620', 'amount': np.float64(5.13)}]",11.74,USD,Taxi Service PQR,entertainment,2025-02-02T15:24:00,2,0
exp_5793,group_44,user_23,"[{'user_id': 'user_23', 'amount': np.float64(2.45)}, {'user_id': 'user_663', 'amount': np.float64(2.55)}]",5.0,USD,Airline MNO,shopping,2025-05-21T13:48:00,2,0
fraud_400,group_7,user_233,"[{'user_id': 'user_455', 'amount': 1922.62}]",1922.62,USD,Electronics Store,food,2025-07-08T13:00:00,1,1
exp_2002,group_38,user_284,"[{'user_id': 'user_284', 'amount': np.float64(44.59)}, {'user_id': 'user_894', 'amount': np.float64(61.17)}, {'user_id': 'user_614', 'amount': np.float64(58.96)}]",164.72,USD,Grocery Store XYZ,healthcare,2025-02-07T23:29:00,3,0
exp_5400,group_46,user_85,"[{'user_id': 'user_85', 'amount': np.float64(17.36)}, {'user_id': 'user_430', 'amount': np.float64(17.55)}]",34.91,GBP,Restaurant ABC,food,2025-03-01T15:03:00,2,0
exp_982,group_5,user_261,"[{'user_id': 'user_261', 'amount': np.float64(2.51)}, {'user_id': 'user_687', 'amount': np.float64(2.49)}]",5.0,USD,Hotel JKL,groceries,2025-06-24T11:12:00,2,0
exp_2131,group_29,user_273,"[{'user_id': 'user_273', 'amount': np.float64(25.79)}, {'user_id': 'user_902', 'amount': np.float64(25.86)}, {'user_id': 'user_682', 'amount': np.float64(31.19)}]",82.84,USD,Restaurant ABC,utilities,2025-08-04T15:30:00,3,0
exp_6105,group_40,user_480,"[{'user_id': 'user_480', 'amount': np.float64(10.65)}, {'user_id': 'user_954', 'amount': np.float64(15.33)}]",25.98,CAD,Online Store GHI,food,2025-02-05T15:57:00,2,0
exp_1582,group_97,user_625,"[{'user_id': 'user_625', 'amount': np.float64(6.89)}, {'user_id': 'user_892', 'amount': np.float64(7.1)}, {'user_id': 'user_745', 'amount': np.float64(7.62)}, {'user_id': 'user_372', 'amount': np.float64(8.88)}]",30.49,USD,Online Store GHI,entertainment,2025-09-09T14:02:00,4,0
exp_7075,group_12,user_261,"[{'user_id': 'user_261', 'amount': np.float64(3.35)}, {'user_id': 'user_94', 'amount': np.float64(2.27)}]",5.62,USD,Airline MNO,entertainment,2025-08-20T13:27:00,2,0
exp_9089,group_56,user_309,"[{'user_id': 'user_309', 'amount': np.float64(2.69)}, {'user_id': 'user_300', 'amount': np.float64(2.57)}, {'user_id': 'user_982', 'amount': np.float64(2.41)}]",7.67,USD,Taxi Service PQR,entertainment,2025-03-19T16:01:00,3,0
exp_1398,group_16,user_993,"[{'user_id': 'user_993', 'amount': np.float64(5.09)}, {'user_id': 'user_859', 'amount': np.float64(5.03)}]",10.12,USD,Hotel JKL,healthcare,2025-05-21T17:33:00,2,0
exp_9139,group_32,user_603,"[{'user_id': 'user_603', 'amount': np.float64(8.98)}, {'user_id': 'user_275', 'amount': np.float64(6.93)}, {'user_id': 'user_951', 'amount': np.float64(7.8)}, {'user_id': 'user_869', 'amount': np.float64(7.97)}]",31.68,USD,Airline MNO,utilities,2024-12-26T14:41:00,4,0
exp_1099,group_19,user_369,"[{'user_id': 'user_369', 'amount': np.float64(1.51)}, {'user_id': 'user_718', 'amount': np.float64(1.72)}, {'user_id': 'user_443', 'amount': np.float64(1.77)}]",5.0,USD,Pharmacy STU,shopping,2025-05-22T14:07:00,3,0
exp_7770,group_41,user_182,"[{'user_id': 'user_182', 'amount': np.float64(2.29)}, {'user_id': 'user_267', 'amount': np.float64(2.71)}]",5.0,USD,Online Store GHI,travel,2025-05-06T17:01:00,2,0
exp_2500,group_72,user_487,"[{'user_id': 'user_487', 'amount': np.float64(14.97)}, {'user_id': 'user_50', 'amount': np.float64(15.35)}]",30.32,CAD,Coffee Shop DEF,groceries,2025-02-13T17:18:00,2,0
exp_6132,group_15,user_290,"[{'user_id': 'user_290', 'amount': np.float64(5.11)}, {'user_id': 'user_47', 'amount': np.float64(4.68)}, {'user_id': 'user_46', 'amount': np.float64(4.06)}]",13.85,USD,Taxi Service PQR,shopping,2025-08-25T15:49:00,3,0
exp_4176,group_56,user_928,"[{'user_id': 'user_928', 'amount': np.float64(11.91)}, {'user_id': 'user_703', 'amount': np.float64(15.32)}]",27.23,USD,Hotel JKL,business,2024-10-11T06:15:00,2,0
exp_8766,group_60,user_786,"[{'user_id': 'user_786', 'amount': np.float64(1.75)}, {'user_id': 'user_707', 'amount': np.float64(1.63)}, {'user_id': 'user_94', 'amount': np.float64(1.62)}]",5.0,USD,Taxi Service PQR,shopping,2025-08-12T13:34:00,3,0
exp_6992,group_45,user_174,"[{'user_id': 'user_174', 'amount': np.float64(6.34)}, {'user_id': 'user_280', 'amount': np.float64(5.08)}, {'user_id': 'user_394', 'amount': np.float64(4.69)}]",16.11,USD,Pharmacy STU,shopping,2025-05-11T16:21:00,3,0
exp_5120,group_51,user_938,"[{'user_id': 'user_938', 'amount': np.float64(70.48)}, {'user_id': 'user_392', 'amount': np.float64(58.25)}]",128.73,USD,Gas Station 123,travel,2025-04-11T12:38:00,2,0
exp_1557,group_75,user_822,"[{'user_id': 'user_822', 'amount': np.float64(13.79)}, {'user_id': 'user_323', 'amount': np.float64(10.62)}]",24.41,EUR,Clothing Store YZ,business,2025-01-10T15:33:00,2,0
exp_6815,group_1,user_329,"[{'user_id': 'user_329', 'amount': np.float64(7.93)}, {'user_id': 'user_180', 'amount': np.float64(6.12)}]",14.05,USD,Clothing Store YZ,accommodation,2025-04-26T16:15:00,2,0
exp_6532,group_90,user_952,"[{'user_id': 'user_952', 'amount': np.float64(4.57)}, {'user_id': 'user_239', 'amount': np.float64(3.78)}, {'user_id': 'user_10', 'amount': np.float64(4.28)}, {'user_id': 'user_328', 'amount': np.float64(4.46)}]",17.09,GBP,Electronics Store VWX,business,2024-12-11T09:11:00,4,0
